"Notes"	"State"	"State Code"	"County"	"County Code"	"2013 Urbanization"	"2013 Urbanization Code"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	"Age Group"	"Age Group Code"	Deaths	Population	Crude Rate
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	18	5557	323.9158 (Unreliable)
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	33	3046	1083.3880
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	19	1021	1860.9207 (Unreliable)
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"Large Fringe Metro"	"2"	"Chronic lower respiratory diseases"	"J40-J47"	"65-74 years"	"65-74"	10	5557	179.9532 (Unreliable)
	"Georgia"	"13"	"Coweta County, GA"	"13077"	"Large Fringe Metro"	"2"	"Chronic lower respiratory diseases"	"J40-J47"	"75-84 years"	"75-84"	16	3046	525.2791 (Unreliable)
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"35-44 years"	"35-44"	11	111528	9.8630 (Unreliable)
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"45-54 years"	"45-54"	36	91645	39.2820
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	67	59151	113.2694
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	56	29634	188.9721
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	95	18955	501.1870
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	111	6862	1617.6042
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"Large Fringe Metro"	"2"	"Chronic lower respiratory diseases"	"J40-J47"	"55-64 years"	"55-64"	10	59151	16.9059 (Unreliable)
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"Large Fringe Metro"	"2"	"Chronic lower respiratory diseases"	"J40-J47"	"65-74 years"	"65-74"	21	29634	70.8645
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"Large Fringe Metro"	"2"	"Chronic lower respiratory diseases"	"J40-J47"	"75-84 years"	"75-84"	31	18955	163.5452
	"Georgia"	"13"	"DeKalb County, GA"	"13089"	"Large Fringe Metro"	"2"	"Chronic lower respiratory diseases"	"J40-J47"	"85+ years"	"85+"	24	6862	349.7523
	"Georgia"	"13"	"Dodge County, GA"	"13091"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	10	295	3389.8305 (Unreliable)
	"Georgia"	"13"	"Dougherty County, GA"	"13095"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	10	9260	107.9914 (Unreliable)
	"Georgia"	"13"	"Dougherty County, GA"	"13095"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	13	5858	221.9187 (Unreliable)
	"Georgia"	"13"	"Dougherty County, GA"	"13095"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	30	3921	765.1109
	"Georgia"	"13"	"Dougherty County, GA"	"13095"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	29	1353	2143.3851
	"Georgia"	"13"	"Dougherty County, GA"	"13095"	"Small Metro"	"4"	"Chronic lower respiratory diseases"	"J40-J47"	"75-84 years"	"75-84"	19	3921	484.5703 (Unreliable)
	"Georgia"	"13"	"Dougherty County, GA"	"13095"	"Small Metro"	"4"	"Chronic lower respiratory diseases"	"J40-J47"	"85+ years"	"85+"	12	1353	886.9180 (Unreliable)
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	13	10637	122.2149 (Unreliable)
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	20	5225	382.7751
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	15	2615	573.6138 (Unreliable)
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	20	809	2472.1879
	"Georgia"	"13"	"Douglas County, GA"	"13097"	"Large Fringe Metro"	"2"	"Chronic lower respiratory diseases"	"J40-J47"	"65-74 years"	"65-74"	12	5225	229.6651 (Unreliable)
	"Georgia"	"13"	"Early County, GA"	"13099"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	11	637	1726.8446 (Unreliable)
	"Georgia"	"13"	"Effingham County, GA"	"13103"	"Medium Metro"	"3"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	12	1136	1056.3380 (Unreliable)
	"Georgia"	"13"	"Elbert County, GA"	"13105"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	12	1719	698.0803 (Unreliable)
	"Georgia"	"13"	"Elbert County, GA"	"13105"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	18	1042	1727.4472 (Unreliable)
	"Georgia"	"13"	"Elbert County, GA"	"13105"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	13	355	3661.9718 (Unreliable)
	"Georgia"	"13"	"Emanuel County, GA"	"13107"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	11	360	3055.5556 (Unreliable)
	"Georgia"	"13"	"Fannin County, GA"	"13111"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	10	390	2564.1026 (Unreliable)
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	11	5811	189.2962 (Unreliable)
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	23	3353	685.9529
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	16	1190	1344.5378 (Unreliable)
	"Georgia"	"13"	"Fayette County, GA"	"13113"	"Large Fringe Metro"	"2"	"Chronic lower respiratory diseases"	"J40-J47"	"65-74 years"	"65-74"	10	5811	172.0874 (Unreliable)
	"Georgia"	"13"	"Floyd County, GA"	"13115"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"45-54 years"	"45-54"	11	12872	85.4568 (Unreliable)
	"Georgia"	"13"	"Floyd County, GA"	"13115"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	22	10161	216.5141
	"Georgia"	"13"	"Floyd County, GA"	"13115"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	29	6855	423.0489
	"Georgia"	"13"	"Floyd County, GA"	"13115"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	35	4477	781.7735
	"Georgia"	"13"	"Floyd County, GA"	"13115"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	38	1565	2428.1150
	"Georgia"	"13"	"Floyd County, GA"	"13115"	"Small Metro"	"4"	"Chronic lower respiratory diseases"	"J40-J47"	"65-74 years"	"65-74"	19	6855	277.1699 (Unreliable)
	"Georgia"	"13"	"Floyd County, GA"	"13115"	"Small Metro"	"4"	"Chronic lower respiratory diseases"	"J40-J47"	"75-84 years"	"75-84"	19	4477	424.3913 (Unreliable)
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	13	12734	102.0889 (Unreliable)
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	17	6314	269.2430 (Unreliable)
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	26	3061	849.3956
	"Georgia"	"13"	"Forsyth County, GA"	"13117"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	23	960	2395.8333
	"Georgia"	"13"	"Franklin County, GA"	"13119"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	16	1152	1388.8889 (Unreliable)
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Large Central Metro"	"1"	"Ischaemic heart diseases"	"I20-I25"	"35-44 years"	"35-44"	13	133989	9.7023 (Unreliable)
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Large Central Metro"	"1"	"Ischaemic heart diseases"	"I20-I25"	"45-54 years"	"45-54"	62	116344	53.2902
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Large Central Metro"	"1"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	97	77843	124.6098
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Large Central Metro"	"1"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	109	35192	309.7295
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Large Central Metro"	"1"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	166	23392	709.6443
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Large Central Metro"	"1"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	172	9442	1821.6480
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Large Central Metro"	"1"	"Chronic lower respiratory diseases"	"J40-J47"	"55-64 years"	"55-64"	22	77843	28.2620
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Large Central Metro"	"1"	"Chronic lower respiratory diseases"	"J40-J47"	"65-74 years"	"65-74"	41	35192	116.5038
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Large Central Metro"	"1"	"Chronic lower respiratory diseases"	"J40-J47"	"75-84 years"	"75-84"	67	23392	286.4227
	"Georgia"	"13"	"Fulton County, GA"	"13121"	"Large Central Metro"	"1"	"Chronic lower respiratory diseases"	"J40-J47"	"85+ years"	"85+"	45	9442	476.5939
	"Georgia"	"13"	"Glynn County, GA"	"13127"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	11	8887	123.7763 (Unreliable)
	"Georgia"	"13"	"Glynn County, GA"	"13127"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	17	5545	306.5825 (Unreliable)
	"Georgia"	"13"	"Glynn County, GA"	"13127"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	28	3582	781.6862
	"Georgia"	"13"	"Glynn County, GA"	"13127"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	22	1203	1828.7614
	"Georgia"	"13"	"Glynn County, GA"	"13127"	"Small Metro"	"4"	"Chronic lower respiratory diseases"	"J40-J47"	"75-84 years"	"75-84"	13	3582	362.9257 (Unreliable)
	"Georgia"	"13"	"Gordon County, GA"	"13129"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"45-54 years"	"45-54"	10	6710	149.0313 (Unreliable)
	"Georgia"	"13"	"Gordon County, GA"	"13129"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	15	5271	284.5760 (Unreliable)
	"Georgia"	"13"	"Gordon County, GA"	"13129"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	13	3264	398.2843 (Unreliable)
	"Georgia"	"13"	"Gordon County, GA"	"13129"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	28	1664	1682.6923
	"Georgia"	"13"	"Gordon County, GA"	"13129"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	11	505	2178.2178 (Unreliable)
	"Georgia"	"13"	"Grady County, GA"	"13131"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	13	2716	478.6451 (Unreliable)
	"Georgia"	"13"	"Grady County, GA"	"13131"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	11	1720	639.5349 (Unreliable)
	"Georgia"	"13"	"Grady County, GA"	"13131"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	16	1058	1512.2873 (Unreliable)
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"35-44 years"	"35-44"	20	129046	15.4983
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"45-54 years"	"45-54"	34	102144	33.2863
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	62	58337	106.2790
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	56	24399	229.5176
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	96	12975	739.8844
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	76	3815	1992.1363
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"Large Fringe Metro"	"2"	"Chronic lower respiratory diseases"	"J40-J47"	"65-74 years"	"65-74"	23	24399	94.2662
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"Large Fringe Metro"	"2"	"Chronic lower respiratory diseases"	"J40-J47"	"75-84 years"	"75-84"	44	12975	339.1137
	"Georgia"	"13"	"Gwinnett County, GA"	"13135"	"Large Fringe Metro"	"2"	"Chronic lower respiratory diseases"	"J40-J47"	"85+ years"	"85+"	23	3815	602.8834
	"Georgia"	"13"	"Habersham County, GA"	"13137"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	24	1853	1295.1970
	"Georgia"	"13"	"Habersham County, GA"	"13137"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	10	583	1715.2659 (Unreliable)
	"Georgia"	"13"	"Hall County, GA"	"13139"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"45-54 years"	"45-54"	13	20556	63.2419 (Unreliable)
	"Georgia"	"13"	"Hall County, GA"	"13139"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	27	15152	178.1943
	"Georgia"	"13"	"Hall County, GA"	"13139"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	20	9004	222.1235
	"Georgia"	"13"	"Hall County, GA"	"13139"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	31	5262	589.1296
	"Georgia"	"13"	"Hall County, GA"	"13139"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	38	1625	2338.4615
	"Georgia"	"13"	"Hall County, GA"	"13139"	"Small Metro"	"4"	"Chronic lower respiratory diseases"	"J40-J47"	"65-74 years"	"65-74"	11	9004	122.1679 (Unreliable)
	"Georgia"	"13"	"Hall County, GA"	"13139"	"Small Metro"	"4"	"Chronic lower respiratory diseases"	"J40-J47"	"75-84 years"	"75-84"	18	5262	342.0753 (Unreliable)
	"Georgia"	"13"	"Hall County, GA"	"13139"	"Small Metro"	"4"	"Chronic lower respiratory diseases"	"J40-J47"	"85+ years"	"85+"	14	1625	861.5385 (Unreliable)
	"Georgia"	"13"	"Haralson County, GA"	"13143"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	14	2102	666.0324 (Unreliable)
	"Georgia"	"13"	"Haralson County, GA"	"13143"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	15	1239	1210.6538 (Unreliable)
	"Georgia"	"13"	"Hart County, GA"	"13147"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	20	1351	1480.3849
	"Georgia"	"13"	"Hart County, GA"	"13147"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	16	422	3791.4692 (Unreliable)
	"Georgia"	"13"	"Henry County, GA"	"13151"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"45-54 years"	"45-54"	12	23672	50.6928 (Unreliable)
	"Georgia"	"13"	"Henry County, GA"	"13151"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	28	15115	185.2464
	"Georgia"	"13"	"Henry County, GA"	"13151"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	14	7522	186.1207 (Unreliable)
	"Georgia"	"13"	"Henry County, GA"	"13151"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	39	3921	994.6442
	"Georgia"	"13"	"Henry County, GA"	"13151"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	25	1017	2458.2104
	"Georgia"	"13"	"Henry County, GA"	"13151"	"Large Fringe Metro"	"2"	"Chronic lower respiratory diseases"	"J40-J47"	"65-74 years"	"65-74"	11	7522	146.2377 (Unreliable)
	"Georgia"	"13"	"Henry County, GA"	"13151"	"Large Fringe Metro"	"2"	"Chronic lower respiratory diseases"	"J40-J47"	"75-84 years"	"75-84"	12	3921	306.0444 (Unreliable)
	"Georgia"	"13"	"Houston County, GA"	"13153"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"45-54 years"	"45-54"	11	17742	61.9998 (Unreliable)
	"Georgia"	"13"	"Houston County, GA"	"13153"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	15	11545	129.9264 (Unreliable)
	"Georgia"	"13"	"Houston County, GA"	"13153"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	19	7372	257.7320 (Unreliable)
	"Georgia"	"13"	"Houston County, GA"	"13153"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	33	3837	860.0469
	"Georgia"	"13"	"Houston County, GA"	"13153"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	22	1082	2033.2717
	"Georgia"	"13"	"Houston County, GA"	"13153"	"Small Metro"	"4"	"Chronic lower respiratory diseases"	"J40-J47"	"65-74 years"	"65-74"	13	7372	176.3429 (Unreliable)
	"Georgia"	"13"	"Houston County, GA"	"13153"	"Small Metro"	"4"	"Chronic lower respiratory diseases"	"J40-J47"	"75-84 years"	"75-84"	11	3837	286.6823 (Unreliable)
	"Georgia"	"13"	"Jackson County, GA"	"13157"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	15	5560	269.7842 (Unreliable)
	"Georgia"	"13"	"Jackson County, GA"	"13157"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	17	3041	559.0266 (Unreliable)
	"Georgia"	"13"	"Jackson County, GA"	"13157"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	21	1494	1405.6225
	"Georgia"	"13"	"Jackson County, GA"	"13157"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	15	599	2504.1736 (Unreliable)
	"Georgia"	"13"	"Jackson County, GA"	"13157"	"Micropolitan (non-metro)"	"5"	"Chronic lower respiratory diseases"	"J40-J47"	"75-84 years"	"75-84"	10	1494	669.3440 (Unreliable)
	"Georgia"	"13"	"Jeff Davis County, GA"	"13161"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	15	531	2824.8588 (Unreliable)
	"Georgia"	"13"	"Jeff Davis County, GA"	"13161"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	12	137	8759.1241 (Unreliable)
	"Georgia"	"13"	"Laurens County, GA"	"13175"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	15	5104	293.8871 (Unreliable)
	"Georgia"	"13"	"Laurens County, GA"	"13175"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	23	3339	688.8290
	"Georgia"	"13"	"Laurens County, GA"	"13175"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	29	2086	1390.2205
	"Georgia"	"13"	"Laurens County, GA"	"13175"	"Micropolitan (non-metro)"	"5"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	31	850	3647.0588
	"Georgia"	"13"	"Liberty County, GA"	"13179"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"45-54 years"	"45-54"	10	6632	150.7841 (Unreliable)
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"55-64 years"	"55-64"	10	8368	119.5029 (Unreliable)
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	16	5175	309.1787 (Unreliable)
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	28	3007	931.1606
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	23	905	2541.4365
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"Small Metro"	"4"	"Chronic lower respiratory diseases"	"J40-J47"	"75-84 years"	"75-84"	11	3007	365.8131 (Unreliable)
	"Georgia"	"13"	"Lowndes County, GA"	"13185"	"Small Metro"	"4"	"Chronic lower respiratory diseases"	"J40-J47"	"85+ years"	"85+"	12	905	1325.9669 (Unreliable)
	"Georgia"	"13"	"Lumpkin County, GA"	"13187"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	12	231	5194.8052 (Unreliable)
	"Georgia"	"13"	"Macon County, GA"	"13193"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	12	975	1230.7692 (Unreliable)
	"Georgia"	"13"	"Macon County, GA"	"13193"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	11	179	6145.2514 (Unreliable)
	"Georgia"	"13"	"Madison County, GA"	"13195"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	10	1930	518.1347 (Unreliable)
	"Georgia"	"13"	"Madison County, GA"	"13195"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	12	988	1214.5749 (Unreliable)
	"Georgia"	"13"	"Madison County, GA"	"13195"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	12	315	3809.5238 (Unreliable)
	"Georgia"	"13"	"Meriwether County, GA"	"13199"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	15	1733	865.5511 (Unreliable)
	"Georgia"	"13"	"Meriwether County, GA"	"13199"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	20	1058	1890.3592
	"Georgia"	"13"	"Meriwether County, GA"	"13199"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	23	363	6336.0882
	"Georgia"	"13"	"Mitchell County, GA"	"13205"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	12	953	1259.1815 (Unreliable)
	"Georgia"	"13"	"Mitchell County, GA"	"13205"	"NonCore (non-metro)"	"6"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	11	336	3273.8095 (Unreliable)
	"Georgia"	"13"	"Monroe County, GA"	"13207"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	12	913	1314.3483 (Unreliable)
	"Georgia"	"13"	"Monroe County, GA"	"13207"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	12	316	3797.4684 (Unreliable)
	"Georgia"	"13"	"Morgan County, GA"	"13211"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	10	693	1443.0014 (Unreliable)
	"Georgia"	"13"	"Morgan County, GA"	"13211"	"Large Fringe Metro"	"2"	"Ischaemic heart diseases"	"I20-I25"	"85+ years"	"85+"	18	267	6741.5730 (Unreliable)
	"Georgia"	"13"	"Murray County, GA"	"13213"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"65-74 years"	"65-74"	11	2269	484.7951 (Unreliable)
	"Georgia"	"13"	"Murray County, GA"	"13213"	"Small Metro"	"4"	"Ischaemic heart diseases"	"I20-I25"	"75-84 years"	"75-84"	13	995	1306.5327 (Unreliable)
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"Medium Metro"	"3"	"Ischaemic heart diseases"	"I20-I25"	"35-44 years"	"35-44"	16	24680	64.8298 (Unreliable)
	"Georgia"	"13"	"Muscogee County, GA"	"13215"	"Medium Metro"	"3"	"Ischaemic heart diseases"	"I20-I25"	"45-54 years"	"45-54"	28	24762	113.0765
