"Notes"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	"State"	"State Code"	"County"	"County Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Ischaemic heart diseases"	"I20-I25"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"Large Central Metro"	"1"	"65-69 years"	"65-69"	89	23651	376.3054	0.0176%
	"Ischaemic heart diseases"	"I20-I25"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"Large Central Metro"	"1"	"70-74 years"	"70-74"	97	16785	577.8969	0.0192%
	"Ischaemic heart diseases"	"I20-I25"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"Large Central Metro"	"1"	"75-79 years"	"75-79"	111	13066	849.5331	0.0220%
	"Ischaemic heart diseases"	"I20-I25"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"Large Central Metro"	"1"	"80-84 years"	"80-84"	118	9791	1205.1884	0.0234%
	"Ischaemic heart diseases"	"I20-I25"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"Large Central Metro"	"1"	"85-89 years"	"85-89"	120	Not Applicable	Not Applicable	0.0238%
	"Ischaemic heart diseases"	"I20-I25"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"Large Central Metro"	"1"	"90-94 years"	"90-94"	81	Not Applicable	Not Applicable	0.0161%
	"Ischaemic heart diseases"	"I20-I25"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"Large Central Metro"	"1"	"95-99 years"	"95-99"	39	Not Applicable	Not Applicable	0.0077%
	"Ischaemic heart diseases"	"I20-I25"	"Maryland"	"24"	"Baltimore city, MD"	"24510"	"Large Central Metro"	"1"	"100+ years"	"100+"	14	Not Applicable	Not Applicable	0.0028%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Barnstable County, MA"	"25001"	"Small Metro"	"4"	"55-59 years"	"55-59"	13	18025	Unreliable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Barnstable County, MA"	"25001"	"Small Metro"	"4"	"60-64 years "	"60-64"	14	18454	Unreliable	0.0028%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Barnstable County, MA"	"25001"	"Small Metro"	"4"	"65-69 years"	"65-69"	18	16977	Unreliable	0.0036%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Barnstable County, MA"	"25001"	"Small Metro"	"4"	"70-74 years"	"70-74"	19	12686	Unreliable	0.0038%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Barnstable County, MA"	"25001"	"Small Metro"	"4"	"75-79 years"	"75-79"	35	10030	348.9531	0.0069%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Barnstable County, MA"	"25001"	"Small Metro"	"4"	"80-84 years"	"80-84"	66	8467	779.4969	0.0131%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Barnstable County, MA"	"25001"	"Small Metro"	"4"	"85-89 years"	"85-89"	63	Not Applicable	Not Applicable	0.0125%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Barnstable County, MA"	"25001"	"Small Metro"	"4"	"90-94 years"	"90-94"	62	Not Applicable	Not Applicable	0.0123%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Barnstable County, MA"	"25001"	"Small Metro"	"4"	"95-99 years"	"95-99"	26	Not Applicable	Not Applicable	0.0052%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Barnstable County, MA"	"25001"	"Small Metro"	"4"	"100+ years"	"100+"	14	Not Applicable	Not Applicable	0.0028%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Berkshire County, MA"	"25003"	"Small Metro"	"4"	"55-59 years"	"55-59"	11	10421	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Berkshire County, MA"	"25003"	"Small Metro"	"4"	"60-64 years "	"60-64"	12	9707	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Berkshire County, MA"	"25003"	"Small Metro"	"4"	"65-69 years"	"65-69"	15	7751	Unreliable	0.0030%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Berkshire County, MA"	"25003"	"Small Metro"	"4"	"75-79 years"	"75-79"	26	4270	608.8993	0.0052%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Berkshire County, MA"	"25003"	"Small Metro"	"4"	"80-84 years"	"80-84"	34	3828	888.1923	0.0067%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Berkshire County, MA"	"25003"	"Small Metro"	"4"	"85-89 years"	"85-89"	37	Not Applicable	Not Applicable	0.0073%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Berkshire County, MA"	"25003"	"Small Metro"	"4"	"90-94 years"	"90-94"	30	Not Applicable	Not Applicable	0.0059%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Berkshire County, MA"	"25003"	"Small Metro"	"4"	"95-99 years"	"95-99"	14	Not Applicable	Not Applicable	0.0028%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"Large Fringe Metro"	"2"	"45-49 years"	"45-49"	11	43116	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"Large Fringe Metro"	"2"	"50-54 years"	"50-54"	19	43116	Unreliable	0.0038%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"Large Fringe Metro"	"2"	"55-59 years"	"55-59"	30	38048	78.8478	0.0059%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	40	32492	123.1072	0.0079%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"Large Fringe Metro"	"2"	"65-69 years"	"65-69"	50	26495	188.7149	0.0099%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	50	17440	286.6972	0.0099%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	76	13531	561.6732	0.0151%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	110	11490	957.3542	0.0218%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	119	Not Applicable	Not Applicable	0.0236%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"Large Fringe Metro"	"2"	"90-94 years"	"90-94"	106	Not Applicable	Not Applicable	0.0210%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"Large Fringe Metro"	"2"	"95-99 years"	"95-99"	50	Not Applicable	Not Applicable	0.0099%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Bristol County, MA"	"25005"	"Large Fringe Metro"	"2"	"100+ years"	"100+"	16	Not Applicable	Not Applicable	0.0032%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"Large Fringe Metro"	"2"	"45-49 years"	"45-49"	20	58923	33.9426	0.0040%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"Large Fringe Metro"	"2"	"50-54 years"	"50-54"	23	61195	37.5848	0.0046%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"Large Fringe Metro"	"2"	"55-59 years"	"55-59"	29	55019	52.7091	0.0057%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	55	46116	119.2645	0.0109%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"Large Fringe Metro"	"2"	"65-69 years"	"65-69"	51	35319	144.3982	0.0101%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	71	23738	299.0985	0.0141%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	80	18716	427.4418	0.0159%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	139	16050	866.0436	0.0276%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	149	Not Applicable	Not Applicable	0.0295%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"Large Fringe Metro"	"2"	"90-94 years"	"90-94"	140	Not Applicable	Not Applicable	0.0277%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"Large Fringe Metro"	"2"	"95-99 years"	"95-99"	58	Not Applicable	Not Applicable	0.0115%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Essex County, MA"	"25009"	"Large Fringe Metro"	"2"	"100+ years"	"100+"	13	Not Applicable	Not Applicable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Franklin County, MA"	"25011"	"Micropolitan (non-metro)"	"5"	"75-79 years"	"75-79"	10	1814	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Franklin County, MA"	"25011"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	14	1575	Unreliable	0.0028%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Franklin County, MA"	"25011"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	10	Not Applicable	Not Applicable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Franklin County, MA"	"25011"	"Micropolitan (non-metro)"	"5"	"90-94 years"	"90-94"	12	Not Applicable	Not Applicable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Hampden County, MA"	"25013"	"Medium Metro"	"3"	"50-54 years"	"50-54"	20	34915	57.2820	0.0040%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Hampden County, MA"	"25013"	"Medium Metro"	"3"	"55-59 years"	"55-59"	21	32539	64.5379	0.0042%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Hampden County, MA"	"25013"	"Medium Metro"	"3"	"60-64 years "	"60-64"	30	27374	109.5930	0.0059%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Hampden County, MA"	"25013"	"Medium Metro"	"3"	"65-69 years"	"65-69"	32	21217	150.8225	0.0063%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Hampden County, MA"	"25013"	"Medium Metro"	"3"	"70-74 years"	"70-74"	24	14145	169.6713	0.0048%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Hampden County, MA"	"25013"	"Medium Metro"	"3"	"75-79 years"	"75-79"	45	11315	397.7022	0.0089%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Hampden County, MA"	"25013"	"Medium Metro"	"3"	"80-84 years"	"80-84"	83	9885	839.6560	0.0165%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Hampden County, MA"	"25013"	"Medium Metro"	"3"	"85-89 years"	"85-89"	105	Not Applicable	Not Applicable	0.0208%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Hampden County, MA"	"25013"	"Medium Metro"	"3"	"90-94 years"	"90-94"	99	Not Applicable	Not Applicable	0.0196%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Hampden County, MA"	"25013"	"Medium Metro"	"3"	"95-99 years"	"95-99"	39	Not Applicable	Not Applicable	0.0077%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Hampshire County, MA"	"25015"	"Medium Metro"	"3"	"65-69 years"	"65-69"	10	7309	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Hampshire County, MA"	"25015"	"Medium Metro"	"3"	"70-74 years"	"70-74"	10	4556	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Hampshire County, MA"	"25015"	"Medium Metro"	"3"	"80-84 years"	"80-84"	16	2907	Unreliable	0.0032%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Hampshire County, MA"	"25015"	"Medium Metro"	"3"	"85-89 years"	"85-89"	30	Not Applicable	Not Applicable	0.0059%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Hampshire County, MA"	"25015"	"Medium Metro"	"3"	"90-94 years"	"90-94"	19	Not Applicable	Not Applicable	0.0038%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"Large Fringe Metro"	"2"	"40-44 years"	"40-44"	13	109290	Unreliable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"Large Fringe Metro"	"2"	"45-49 years"	"45-49"	19	116942	Unreliable	0.0038%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"Large Fringe Metro"	"2"	"50-54 years"	"50-54"	43	116532	36.8997	0.0085%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"Large Fringe Metro"	"2"	"55-59 years"	"55-59"	49	103047	47.5511	0.0097%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	87	86120	101.0218	0.0172%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"Large Fringe Metro"	"2"	"65-69 years"	"65-69"	109	64741	168.3632	0.0216%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	93	44927	207.0025	0.0184%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	128	35757	357.9719	0.0254%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	182	29846	609.7970	0.0361%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	254	Not Applicable	Not Applicable	0.0503%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"Large Fringe Metro"	"2"	"90-94 years"	"90-94"	216	Not Applicable	Not Applicable	0.0428%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"Large Fringe Metro"	"2"	"95-99 years"	"95-99"	83	Not Applicable	Not Applicable	0.0165%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Middlesex County, MA"	"25017"	"Large Fringe Metro"	"2"	"100+ years"	"100+"	31	Not Applicable	Not Applicable	0.0061%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Norfolk County, MA"	"25021"	"Large Fringe Metro"	"2"	"45-49 years"	"45-49"	18	54427	Unreliable	0.0036%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Norfolk County, MA"	"25021"	"Large Fringe Metro"	"2"	"50-54 years"	"50-54"	17	54817	Unreliable	0.0034%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Norfolk County, MA"	"25021"	"Large Fringe Metro"	"2"	"55-59 years"	"55-59"	28	48887	57.2749	0.0055%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Norfolk County, MA"	"25021"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	41	40704	100.7272	0.0081%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Norfolk County, MA"	"25021"	"Large Fringe Metro"	"2"	"65-69 years"	"65-69"	46	31254	147.1812	0.0091%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Norfolk County, MA"	"25021"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	42	21543	194.9589	0.0083%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Norfolk County, MA"	"25021"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	70	17555	398.7468	0.0139%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Norfolk County, MA"	"25021"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	103	15338	671.5348	0.0204%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Norfolk County, MA"	"25021"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	150	Not Applicable	Not Applicable	0.0297%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Norfolk County, MA"	"25021"	"Large Fringe Metro"	"2"	"90-94 years"	"90-94"	133	Not Applicable	Not Applicable	0.0264%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Norfolk County, MA"	"25021"	"Large Fringe Metro"	"2"	"95-99 years"	"95-99"	53	Not Applicable	Not Applicable	0.0105%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Norfolk County, MA"	"25021"	"Large Fringe Metro"	"2"	"100+ years"	"100+"	13	Not Applicable	Not Applicable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Plymouth County, MA"	"25023"	"Large Fringe Metro"	"2"	"45-49 years"	"45-49"	11	40892	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Plymouth County, MA"	"25023"	"Large Fringe Metro"	"2"	"50-54 years"	"50-54"	13	41082	Unreliable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Plymouth County, MA"	"25023"	"Large Fringe Metro"	"2"	"55-59 years"	"55-59"	30	37179	80.6907	0.0059%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Plymouth County, MA"	"25023"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	30	32314	92.8390	0.0059%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Plymouth County, MA"	"25023"	"Large Fringe Metro"	"2"	"65-69 years"	"65-69"	34	26104	130.2482	0.0067%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Plymouth County, MA"	"25023"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	39	17013	229.2365	0.0077%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Plymouth County, MA"	"25023"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	54	12520	431.3099	0.0107%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Plymouth County, MA"	"25023"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	94	9514	988.0177	0.0186%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Plymouth County, MA"	"25023"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	97	Not Applicable	Not Applicable	0.0192%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Plymouth County, MA"	"25023"	"Large Fringe Metro"	"2"	"90-94 years"	"90-94"	68	Not Applicable	Not Applicable	0.0135%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Plymouth County, MA"	"25023"	"Large Fringe Metro"	"2"	"95-99 years"	"95-99"	42	Not Applicable	Not Applicable	0.0083%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"Large Central Metro"	"1"	"45-49 years"	"45-49"	11	44049	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"Large Central Metro"	"1"	"50-54 years"	"50-54"	20	42277	47.3070	0.0040%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"Large Central Metro"	"1"	"55-59 years"	"55-59"	34	38716	87.8190	0.0067%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"Large Central Metro"	"1"	"60-64 years "	"60-64"	38	33274	114.2033	0.0075%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"Large Central Metro"	"1"	"65-69 years"	"65-69"	41	25209	162.6403	0.0081%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"Large Central Metro"	"1"	"70-74 years"	"70-74"	44	17956	245.0434	0.0087%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"Large Central Metro"	"1"	"75-79 years"	"75-79"	62	13841	447.9445	0.0123%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"Large Central Metro"	"1"	"80-84 years"	"80-84"	52	11044	470.8439	0.0103%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"Large Central Metro"	"1"	"85-89 years"	"85-89"	90	Not Applicable	Not Applicable	0.0178%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"Large Central Metro"	"1"	"90-94 years"	"90-94"	54	Not Applicable	Not Applicable	0.0107%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"Large Central Metro"	"1"	"95-99 years"	"95-99"	33	Not Applicable	Not Applicable	0.0065%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Suffolk County, MA"	"25025"	"Large Central Metro"	"1"	"100+ years"	"100+"	13	Not Applicable	Not Applicable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Worcester County, MA"	"25027"	"Medium Metro"	"3"	"45-49 years"	"45-49"	14	64413	Unreliable	0.0028%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Worcester County, MA"	"25027"	"Medium Metro"	"3"	"50-54 years"	"50-54"	28	65407	42.8089	0.0055%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Worcester County, MA"	"25027"	"Medium Metro"	"3"	"55-59 years"	"55-59"	37	57128	64.7668	0.0073%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Worcester County, MA"	"25027"	"Medium Metro"	"3"	"60-64 years "	"60-64"	65	46024	141.2307	0.0129%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Worcester County, MA"	"25027"	"Medium Metro"	"3"	"65-69 years"	"65-69"	53	34593	153.2102	0.0105%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Worcester County, MA"	"25027"	"Medium Metro"	"3"	"70-74 years"	"70-74"	78	22859	341.2223	0.0155%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Worcester County, MA"	"25027"	"Medium Metro"	"3"	"75-79 years"	"75-79"	83	17879	464.2318	0.0165%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Worcester County, MA"	"25027"	"Medium Metro"	"3"	"80-84 years"	"80-84"	99	15105	655.4121	0.0196%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Worcester County, MA"	"25027"	"Medium Metro"	"3"	"85-89 years"	"85-89"	187	Not Applicable	Not Applicable	0.0371%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Worcester County, MA"	"25027"	"Medium Metro"	"3"	"90-94 years"	"90-94"	144	Not Applicable	Not Applicable	0.0285%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Worcester County, MA"	"25027"	"Medium Metro"	"3"	"95-99 years"	"95-99"	53	Not Applicable	Not Applicable	0.0105%
	"Ischaemic heart diseases"	"I20-I25"	"Massachusetts"	"25"	"Worcester County, MA"	"25027"	"Medium Metro"	"3"	"100+ years"	"100+"	15	Not Applicable	Not Applicable	0.0030%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Alcona County, MI"	"26001"	"NonCore (non-metro)"	"6"	"70-74 years"	"70-74"	12	1033	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Allegan County, MI"	"26005"	"Micropolitan (non-metro)"	"5"	"60-64 years "	"60-64"	10	7025	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Allegan County, MI"	"26005"	"Micropolitan (non-metro)"	"5"	"65-69 years"	"65-69"	10	5400	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Allegan County, MI"	"26005"	"Micropolitan (non-metro)"	"5"	"70-74 years"	"70-74"	11	3876	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Allegan County, MI"	"26005"	"Micropolitan (non-metro)"	"5"	"75-79 years"	"75-79"	13	2625	Unreliable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Allegan County, MI"	"26005"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	16	Not Applicable	Not Applicable	0.0032%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Allegan County, MI"	"26005"	"Micropolitan (non-metro)"	"5"	"90-94 years"	"90-94"	16	Not Applicable	Not Applicable	0.0032%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Alpena County, MI"	"26007"	"Micropolitan (non-metro)"	"5"	"60-64 years "	"60-64"	11	2081	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Antrim County, MI"	"26009"	"NonCore (non-metro)"	"6"	"80-84 years"	"80-84"	10	674	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Arenac County, MI"	"26011"	"NonCore (non-metro)"	"6"	"80-84 years"	"80-84"	15	413	Unreliable	0.0030%
