"Notes"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	"State"	"State Code"	"County"	"County Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Napa County, CA"	"06055"	"Small Metro"	"4"	"75-79 years"	"75-79"	14	3898	Unreliable	0.0027%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Napa County, CA"	"06055"	"Small Metro"	"4"	"80-84 years"	"80-84"	21	2892	726.1411	0.0041%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Napa County, CA"	"06055"	"Small Metro"	"4"	"85-89 years"	"85-89"	31	Not Applicable	Not Applicable	0.0061%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Napa County, CA"	"06055"	"Small Metro"	"4"	"90-94 years"	"90-94"	33	Not Applicable	Not Applicable	0.0065%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Napa County, CA"	"06055"	"Small Metro"	"4"	"95-99 years"	"95-99"	13	Not Applicable	Not Applicable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Nevada County, CA"	"06057"	"Micropolitan (non-metro)"	"5"	"65-69 years"	"65-69"	16	7765	Unreliable	0.0031%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Nevada County, CA"	"06057"	"Micropolitan (non-metro)"	"5"	"70-74 years"	"70-74"	10	5266	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Nevada County, CA"	"06057"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	22	2551	862.4069	0.0043%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Nevada County, CA"	"06057"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	29	Not Applicable	Not Applicable	0.0057%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Nevada County, CA"	"06057"	"Micropolitan (non-metro)"	"5"	"90-94 years"	"90-94"	24	Not Applicable	Not Applicable	0.0047%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Nevada County, CA"	"06057"	"Micropolitan (non-metro)"	"5"	"95-99 years"	"95-99"	19	Not Applicable	Not Applicable	0.0037%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Orange County, CA"	"06059"	"Large Central Metro"	"1"	"40-44 years"	"40-44"	19	226299	Unreliable	0.0037%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Orange County, CA"	"06059"	"Large Central Metro"	"1"	"45-49 years"	"45-49"	43	227074	18.9366	0.0084%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Orange County, CA"	"06059"	"Large Central Metro"	"1"	"50-54 years"	"50-54"	66	226391	29.1531	0.0130%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Orange County, CA"	"06059"	"Large Central Metro"	"1"	"55-59 years"	"55-59"	128	198138	64.6014	0.0251%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Orange County, CA"	"06059"	"Large Central Metro"	"1"	"60-64 years "	"60-64"	145	158789	91.3161	0.0285%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Orange County, CA"	"06059"	"Large Central Metro"	"1"	"65-69 years"	"65-69"	197	127924	153.9977	0.0387%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Orange County, CA"	"06059"	"Large Central Metro"	"1"	"70-74 years"	"70-74"	231	92934	248.5635	0.0454%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Orange County, CA"	"06059"	"Large Central Metro"	"1"	"75-79 years"	"75-79"	340	68528	496.1476	0.0668%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Orange County, CA"	"06059"	"Large Central Metro"	"1"	"80-84 years"	"80-84"	483	51881	930.9767	0.0949%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Orange County, CA"	"06059"	"Large Central Metro"	"1"	"85-89 years"	"85-89"	664	Not Applicable	Not Applicable	0.1304%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Orange County, CA"	"06059"	"Large Central Metro"	"1"	"90-94 years"	"90-94"	579	Not Applicable	Not Applicable	0.1137%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Orange County, CA"	"06059"	"Large Central Metro"	"1"	"95-99 years"	"95-99"	213	Not Applicable	Not Applicable	0.0418%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Orange County, CA"	"06059"	"Large Central Metro"	"1"	"100+ years"	"100+"	56	Not Applicable	Not Applicable	0.0110%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Placer County, CA"	"06061"	"Large Fringe Metro"	"2"	"50-54 years"	"50-54"	15	27449	Unreliable	0.0029%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Placer County, CA"	"06061"	"Large Fringe Metro"	"2"	"55-59 years"	"55-59"	18	25277	Unreliable	0.0035%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Placer County, CA"	"06061"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	31	22601	137.1621	0.0061%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Placer County, CA"	"06061"	"Large Fringe Metro"	"2"	"65-69 years"	"65-69"	41	20503	199.9707	0.0081%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Placer County, CA"	"06061"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	33	15050	219.2691	0.0065%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Placer County, CA"	"06061"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	50	11047	452.6116	0.0098%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Placer County, CA"	"06061"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	77	8192	939.9414	0.0151%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Placer County, CA"	"06061"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	81	Not Applicable	Not Applicable	0.0159%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Placer County, CA"	"06061"	"Large Fringe Metro"	"2"	"90-94 years"	"90-94"	75	Not Applicable	Not Applicable	0.0147%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Placer County, CA"	"06061"	"Large Fringe Metro"	"2"	"95-99 years"	"95-99"	29	Not Applicable	Not Applicable	0.0057%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Riverside County, CA"	"06065"	"Large Central Metro"	"1"	"45-49 years"	"45-49"	38	149709	25.3826	0.0075%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Riverside County, CA"	"06065"	"Large Central Metro"	"1"	"50-54 years"	"50-54"	85	149525	56.8467	0.0167%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Riverside County, CA"	"06065"	"Large Central Metro"	"1"	"55-59 years"	"55-59"	146	132015	110.5935	0.0287%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Riverside County, CA"	"06065"	"Large Central Metro"	"1"	"60-64 years "	"60-64"	190	107952	176.0041	0.0373%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Riverside County, CA"	"06065"	"Large Central Metro"	"1"	"65-69 years"	"65-69"	236	93613	252.1017	0.0463%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Riverside County, CA"	"06065"	"Large Central Metro"	"1"	"70-74 years"	"70-74"	284	71417	397.6644	0.0558%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Riverside County, CA"	"06065"	"Large Central Metro"	"1"	"75-79 years"	"75-79"	308	53372	577.0816	0.0605%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Riverside County, CA"	"06065"	"Large Central Metro"	"1"	"80-84 years"	"80-84"	392	39220	999.4901	0.0770%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Riverside County, CA"	"06065"	"Large Central Metro"	"1"	"85-89 years"	"85-89"	465	Not Applicable	Not Applicable	0.0913%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Riverside County, CA"	"06065"	"Large Central Metro"	"1"	"90-94 years"	"90-94"	393	Not Applicable	Not Applicable	0.0772%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Riverside County, CA"	"06065"	"Large Central Metro"	"1"	"95-99 years"	"95-99"	133	Not Applicable	Not Applicable	0.0261%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Riverside County, CA"	"06065"	"Large Central Metro"	"1"	"100+ years"	"100+"	27	Not Applicable	Not Applicable	0.0053%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Sacramento County, CA"	"06067"	"Large Central Metro"	"1"	"40-44 years"	"40-44"	12	96640	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Sacramento County, CA"	"06067"	"Large Central Metro"	"1"	"45-49 years"	"45-49"	17	95420	Unreliable	0.0033%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Sacramento County, CA"	"06067"	"Large Central Metro"	"1"	"50-54 years"	"50-54"	45	101362	44.3953	0.0088%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Sacramento County, CA"	"06067"	"Large Central Metro"	"1"	"55-59 years"	"55-59"	89	93236	95.4567	0.0175%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Sacramento County, CA"	"06067"	"Large Central Metro"	"1"	"60-64 years "	"60-64"	121	77901	155.3253	0.0238%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Sacramento County, CA"	"06067"	"Large Central Metro"	"1"	"65-69 years"	"65-69"	124	59908	206.9840	0.0244%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Sacramento County, CA"	"06067"	"Large Central Metro"	"1"	"70-74 years"	"70-74"	144	41135	350.0669	0.0283%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Sacramento County, CA"	"06067"	"Large Central Metro"	"1"	"75-79 years"	"75-79"	175	30728	569.5131	0.0344%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Sacramento County, CA"	"06067"	"Large Central Metro"	"1"	"80-84 years"	"80-84"	203	23717	855.9261	0.0399%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Sacramento County, CA"	"06067"	"Large Central Metro"	"1"	"85-89 years"	"85-89"	260	Not Applicable	Not Applicable	0.0511%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Sacramento County, CA"	"06067"	"Large Central Metro"	"1"	"90-94 years"	"90-94"	248	Not Applicable	Not Applicable	0.0487%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Sacramento County, CA"	"06067"	"Large Central Metro"	"1"	"95-99 years"	"95-99"	81	Not Applicable	Not Applicable	0.0159%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Sacramento County, CA"	"06067"	"Large Central Metro"	"1"	"100+ years"	"100+"	25	Not Applicable	Not Applicable	0.0049%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Bernardino County, CA"	"06071"	"Large Fringe Metro"	"2"	"40-44 years"	"40-44"	20	136573	14.6442	0.0039%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Bernardino County, CA"	"06071"	"Large Fringe Metro"	"2"	"45-49 years"	"45-49"	23	135053	17.0304	0.0045%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Bernardino County, CA"	"06071"	"Large Fringe Metro"	"2"	"50-54 years"	"50-54"	49	137570	35.6182	0.0096%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Bernardino County, CA"	"06071"	"Large Fringe Metro"	"2"	"55-59 years"	"55-59"	96	122855	78.1409	0.0189%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Bernardino County, CA"	"06071"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	141	96593	145.9733	0.0277%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Bernardino County, CA"	"06071"	"Large Fringe Metro"	"2"	"65-69 years"	"65-69"	155	73303	211.4511	0.0304%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Bernardino County, CA"	"06071"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	186	50390	369.1209	0.0365%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Bernardino County, CA"	"06071"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	195	35700	546.2185	0.0383%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Bernardino County, CA"	"06071"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	289	25352	1139.9495	0.0568%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Bernardino County, CA"	"06071"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	327	Not Applicable	Not Applicable	0.0642%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Bernardino County, CA"	"06071"	"Large Fringe Metro"	"2"	"90-94 years"	"90-94"	251	Not Applicable	Not Applicable	0.0493%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Bernardino County, CA"	"06071"	"Large Fringe Metro"	"2"	"95-99 years"	"95-99"	107	Not Applicable	Not Applicable	0.0210%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Bernardino County, CA"	"06071"	"Large Fringe Metro"	"2"	"100+ years"	"100+"	20	Not Applicable	Not Applicable	0.0039%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Diego County, CA"	"06073"	"Large Central Metro"	"1"	"40-44 years"	"40-44"	21	213027	9.8579	0.0041%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Diego County, CA"	"06073"	"Large Central Metro"	"1"	"45-49 years"	"45-49"	49	208608	23.4890	0.0096%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Diego County, CA"	"06073"	"Large Central Metro"	"1"	"50-54 years"	"50-54"	105	216645	48.4664	0.0206%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Diego County, CA"	"06073"	"Large Central Metro"	"1"	"55-59 years"	"55-59"	140	198656	70.4736	0.0275%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Diego County, CA"	"06073"	"Large Central Metro"	"1"	"60-64 years "	"60-64"	223	163383	136.4891	0.0438%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Diego County, CA"	"06073"	"Large Central Metro"	"1"	"65-69 years"	"65-69"	218	128565	169.5640	0.0428%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Diego County, CA"	"06073"	"Large Central Metro"	"1"	"70-74 years"	"70-74"	249	89224	279.0729	0.0489%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Diego County, CA"	"06073"	"Large Central Metro"	"1"	"75-79 years"	"75-79"	307	66611	460.8848	0.0603%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Diego County, CA"	"06073"	"Large Central Metro"	"1"	"80-84 years"	"80-84"	448	53159	842.7548	0.0880%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Diego County, CA"	"06073"	"Large Central Metro"	"1"	"85-89 years"	"85-89"	580	Not Applicable	Not Applicable	0.1139%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Diego County, CA"	"06073"	"Large Central Metro"	"1"	"90-94 years"	"90-94"	498	Not Applicable	Not Applicable	0.0978%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Diego County, CA"	"06073"	"Large Central Metro"	"1"	"95-99 years"	"95-99"	230	Not Applicable	Not Applicable	0.0452%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Diego County, CA"	"06073"	"Large Central Metro"	"1"	"100+ years"	"100+"	41	Not Applicable	Not Applicable	0.0081%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Francisco County, CA"	"06075"	"Large Central Metro"	"1"	"55-59 years"	"55-59"	18	53516	Unreliable	0.0035%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Francisco County, CA"	"06075"	"Large Central Metro"	"1"	"60-64 years "	"60-64"	37	49050	75.4332	0.0073%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Francisco County, CA"	"06075"	"Large Central Metro"	"1"	"65-69 years"	"65-69"	35	36350	96.2861	0.0069%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Francisco County, CA"	"06075"	"Large Central Metro"	"1"	"70-74 years"	"70-74"	34	25319	134.2865	0.0067%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Francisco County, CA"	"06075"	"Large Central Metro"	"1"	"75-79 years"	"75-79"	61	21062	289.6211	0.0120%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Francisco County, CA"	"06075"	"Large Central Metro"	"1"	"80-84 years"	"80-84"	92	16923	543.6388	0.0181%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Francisco County, CA"	"06075"	"Large Central Metro"	"1"	"85-89 years"	"85-89"	131	Not Applicable	Not Applicable	0.0257%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Francisco County, CA"	"06075"	"Large Central Metro"	"1"	"90-94 years"	"90-94"	115	Not Applicable	Not Applicable	0.0226%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Francisco County, CA"	"06075"	"Large Central Metro"	"1"	"95-99 years"	"95-99"	80	Not Applicable	Not Applicable	0.0157%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Francisco County, CA"	"06075"	"Large Central Metro"	"1"	"100+ years"	"100+"	16	Not Applicable	Not Applicable	0.0031%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Joaquin County, CA"	"06077"	"Medium Metro"	"3"	"45-49 years"	"45-49"	14	45488	Unreliable	0.0027%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Joaquin County, CA"	"06077"	"Medium Metro"	"3"	"50-54 years"	"50-54"	29	46140	62.8522	0.0057%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Joaquin County, CA"	"06077"	"Medium Metro"	"3"	"55-59 years"	"55-59"	38	41325	91.9540	0.0075%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Joaquin County, CA"	"06077"	"Medium Metro"	"3"	"60-64 years "	"60-64"	47	34189	137.4711	0.0092%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Joaquin County, CA"	"06077"	"Medium Metro"	"3"	"65-69 years"	"65-69"	61	27078	225.2751	0.0120%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Joaquin County, CA"	"06077"	"Medium Metro"	"3"	"70-74 years"	"70-74"	57	18986	300.2212	0.0112%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Joaquin County, CA"	"06077"	"Medium Metro"	"3"	"75-79 years"	"75-79"	63	13537	465.3912	0.0124%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Joaquin County, CA"	"06077"	"Medium Metro"	"3"	"80-84 years"	"80-84"	88	9981	881.6752	0.0173%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Joaquin County, CA"	"06077"	"Medium Metro"	"3"	"85-89 years"	"85-89"	113	Not Applicable	Not Applicable	0.0222%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Joaquin County, CA"	"06077"	"Medium Metro"	"3"	"90-94 years"	"90-94"	92	Not Applicable	Not Applicable	0.0181%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Joaquin County, CA"	"06077"	"Medium Metro"	"3"	"95-99 years"	"95-99"	35	Not Applicable	Not Applicable	0.0069%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Luis Obispo County, CA"	"06079"	"Medium Metro"	"3"	"55-59 years"	"55-59"	10	20301	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Luis Obispo County, CA"	"06079"	"Medium Metro"	"3"	"60-64 years "	"60-64"	23	19017	120.9444	0.0045%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Luis Obispo County, CA"	"06079"	"Medium Metro"	"3"	"65-69 years"	"65-69"	18	15308	Unreliable	0.0035%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Luis Obispo County, CA"	"06079"	"Medium Metro"	"3"	"70-74 years"	"70-74"	18	10811	Unreliable	0.0035%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Luis Obispo County, CA"	"06079"	"Medium Metro"	"3"	"75-79 years"	"75-79"	23	7658	300.3395	0.0045%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Luis Obispo County, CA"	"06079"	"Medium Metro"	"3"	"80-84 years"	"80-84"	33	5966	553.1344	0.0065%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Luis Obispo County, CA"	"06079"	"Medium Metro"	"3"	"85-89 years"	"85-89"	50	Not Applicable	Not Applicable	0.0098%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Luis Obispo County, CA"	"06079"	"Medium Metro"	"3"	"90-94 years"	"90-94"	41	Not Applicable	Not Applicable	0.0081%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Luis Obispo County, CA"	"06079"	"Medium Metro"	"3"	"95-99 years"	"95-99"	26	Not Applicable	Not Applicable	0.0051%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Mateo County, CA"	"06081"	"Large Fringe Metro"	"2"	"50-54 years"	"50-54"	22	55865	39.3806	0.0043%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Mateo County, CA"	"06081"	"Large Fringe Metro"	"2"	"55-59 years"	"55-59"	16	51589	Unreliable	0.0031%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Mateo County, CA"	"06081"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	34	44466	76.4629	0.0067%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Mateo County, CA"	"06081"	"Large Fringe Metro"	"2"	"65-69 years"	"65-69"	46	34492	133.3643	0.0090%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Mateo County, CA"	"06081"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	50	24310	205.6767	0.0098%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Mateo County, CA"	"06081"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	61	17844	341.8516	0.0120%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Mateo County, CA"	"06081"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	102	13998	728.6755	0.0200%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Mateo County, CA"	"06081"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	113	Not Applicable	Not Applicable	0.0222%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Mateo County, CA"	"06081"	"Large Fringe Metro"	"2"	"90-94 years"	"90-94"	131	Not Applicable	Not Applicable	0.0257%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Mateo County, CA"	"06081"	"Large Fringe Metro"	"2"	"95-99 years"	"95-99"	38	Not Applicable	Not Applicable	0.0075%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"San Mateo County, CA"	"06081"	"Large Fringe Metro"	"2"	"100+ years"	"100+"	11	Not Applicable	Not Applicable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Santa Barbara County, CA"	"06083"	"Medium Metro"	"3"	"55-59 years"	"55-59"	13	25858	Unreliable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Santa Barbara County, CA"	"06083"	"Medium Metro"	"3"	"60-64 years "	"60-64"	26	22434	115.8955	0.0051%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Santa Barbara County, CA"	"06083"	"Medium Metro"	"3"	"65-69 years"	"65-69"	21	17810	117.9113	0.0041%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Santa Barbara County, CA"	"06083"	"Medium Metro"	"3"	"70-74 years"	"70-74"	25	13046	191.6296	0.0049%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Santa Barbara County, CA"	"06083"	"Medium Metro"	"3"	"75-79 years"	"75-79"	44	10245	429.4778	0.0086%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Santa Barbara County, CA"	"06083"	"Medium Metro"	"3"	"80-84 years"	"80-84"	63	8458	744.8569	0.0124%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Santa Barbara County, CA"	"06083"	"Medium Metro"	"3"	"85-89 years"	"85-89"	74	Not Applicable	Not Applicable	0.0145%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Santa Barbara County, CA"	"06083"	"Medium Metro"	"3"	"90-94 years"	"90-94"	90	Not Applicable	Not Applicable	0.0177%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Santa Barbara County, CA"	"06083"	"Medium Metro"	"3"	"95-99 years"	"95-99"	39	Not Applicable	Not Applicable	0.0077%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Santa Barbara County, CA"	"06083"	"Medium Metro"	"3"	"100+ years"	"100+"	14	Not Applicable	Not Applicable	0.0027%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Santa Clara County, CA"	"06085"	"Large Central Metro"	"1"	"45-49 years"	"45-49"	18	136083	Unreliable	0.0035%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Santa Clara County, CA"	"06085"	"Large Central Metro"	"1"	"50-54 years"	"50-54"	29	133940	21.6515	0.0057%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Santa Clara County, CA"	"06085"	"Large Central Metro"	"1"	"55-59 years"	"55-59"	49	115924	42.2691	0.0096%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Santa Clara County, CA"	"06085"	"Large Central Metro"	"1"	"60-64 years "	"60-64"	79	91542	86.2992	0.0155%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Santa Clara County, CA"	"06085"	"Large Central Metro"	"1"	"65-69 years"	"65-69"	90	71297	126.2325	0.0177%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Santa Clara County, CA"	"06085"	"Large Central Metro"	"1"	"70-74 years"	"70-74"	95	52332	181.5333	0.0187%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Santa Clara County, CA"	"06085"	"Large Central Metro"	"1"	"75-79 years"	"75-79"	136	38890	349.7043	0.0267%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Santa Clara County, CA"	"06085"	"Large Central Metro"	"1"	"80-84 years"	"80-84"	202	28880	699.4460	0.0397%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Santa Clara County, CA"	"06085"	"Large Central Metro"	"1"	"85-89 years"	"85-89"	245	Not Applicable	Not Applicable	0.0481%
	"Ischaemic heart diseases"	"I20-I25"	"California"	"06"	"Santa Clara County, CA"	"06085"	"Large Central Metro"	"1"	"90-94 years"	"90-94"	247	Not Applicable	Not Applicable	0.0485%
