"Notes"	"ICD Sub-Chapter"	"ICD Sub-Chapter Code"	"State"	"State Code"	"County"	"County Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Shiawassee County, MI"	"26155"	"Micropolitan (non-metro)"	"5"	"70-74 years"	"70-74"	14	2817	Unreliable	0.0028%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Shiawassee County, MI"	"26155"	"Micropolitan (non-metro)"	"5"	"75-79 years"	"75-79"	17	1991	Unreliable	0.0034%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Shiawassee County, MI"	"26155"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	17	1356	Unreliable	0.0034%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Shiawassee County, MI"	"26155"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	19	Not Applicable	Not Applicable	0.0038%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Shiawassee County, MI"	"26155"	"Micropolitan (non-metro)"	"5"	"90-94 years"	"90-94"	11	Not Applicable	Not Applicable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Tuscola County, MI"	"26157"	"NonCore (non-metro)"	"6"	"65-69 years"	"65-69"	12	3202	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Tuscola County, MI"	"26157"	"NonCore (non-metro)"	"6"	"70-74 years"	"70-74"	10	2518	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Tuscola County, MI"	"26157"	"NonCore (non-metro)"	"6"	"80-84 years"	"80-84"	15	1194	Unreliable	0.0030%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Tuscola County, MI"	"26157"	"NonCore (non-metro)"	"6"	"85-89 years"	"85-89"	12	Not Applicable	Not Applicable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Tuscola County, MI"	"26157"	"NonCore (non-metro)"	"6"	"90-94 years"	"90-94"	20	Not Applicable	Not Applicable	0.0040%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Tuscola County, MI"	"26157"	"NonCore (non-metro)"	"6"	"95-99 years"	"95-99"	11	Not Applicable	Not Applicable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Van Buren County, MI"	"26159"	"Medium Metro"	"3"	"65-69 years"	"65-69"	10	4150	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Van Buren County, MI"	"26159"	"Medium Metro"	"3"	"70-74 years"	"70-74"	10	3058	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Van Buren County, MI"	"26159"	"Medium Metro"	"3"	"75-79 years"	"75-79"	14	2004	Unreliable	0.0028%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Van Buren County, MI"	"26159"	"Medium Metro"	"3"	"80-84 years"	"80-84"	12	1393	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Washtenaw County, MI"	"26161"	"Medium Metro"	"3"	"50-54 years"	"50-54"	13	23093	Unreliable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Washtenaw County, MI"	"26161"	"Medium Metro"	"3"	"55-59 years"	"55-59"	13	22092	Unreliable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Washtenaw County, MI"	"26161"	"Medium Metro"	"3"	"60-64 years "	"60-64"	23	19718	116.6447	0.0046%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Washtenaw County, MI"	"26161"	"Medium Metro"	"3"	"65-69 years"	"65-69"	26	15417	168.6450	0.0052%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Washtenaw County, MI"	"26161"	"Medium Metro"	"3"	"70-74 years"	"70-74"	19	10414	Unreliable	0.0038%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Washtenaw County, MI"	"26161"	"Medium Metro"	"3"	"75-79 years"	"75-79"	27	6617	408.0399	0.0054%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Washtenaw County, MI"	"26161"	"Medium Metro"	"3"	"80-84 years"	"80-84"	47	4826	973.8914	0.0094%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Washtenaw County, MI"	"26161"	"Medium Metro"	"3"	"85-89 years"	"85-89"	52	Not Applicable	Not Applicable	0.0104%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Washtenaw County, MI"	"26161"	"Medium Metro"	"3"	"90-94 years"	"90-94"	35	Not Applicable	Not Applicable	0.0070%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Washtenaw County, MI"	"26161"	"Medium Metro"	"3"	"95-99 years"	"95-99"	17	Not Applicable	Not Applicable	0.0034%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Large Central Metro"	"1"	"35-39 years"	"35-39"	11	103794	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Large Central Metro"	"1"	"40-44 years"	"40-44"	47	116906	40.2032	0.0094%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Large Central Metro"	"1"	"45-49 years"	"45-49"	76	117649	64.5989	0.0151%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Large Central Metro"	"1"	"50-54 years"	"50-54"	159	126479	125.7126	0.0317%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Large Central Metro"	"1"	"55-59 years"	"55-59"	321	127527	251.7114	0.0639%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Large Central Metro"	"1"	"60-64 years "	"60-64"	320	106349	300.8961	0.0637%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Large Central Metro"	"1"	"65-69 years"	"65-69"	346	80722	428.6316	0.0689%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Large Central Metro"	"1"	"70-74 years"	"70-74"	327	55649	587.6116	0.0651%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Large Central Metro"	"1"	"75-79 years"	"75-79"	333	39485	843.3582	0.0663%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Large Central Metro"	"1"	"80-84 years"	"80-84"	383	31341	1222.0414	0.0762%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Large Central Metro"	"1"	"85-89 years"	"85-89"	488	Not Applicable	Not Applicable	0.0971%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Large Central Metro"	"1"	"90-94 years"	"90-94"	393	Not Applicable	Not Applicable	0.0782%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Large Central Metro"	"1"	"95-99 years"	"95-99"	162	Not Applicable	Not Applicable	0.0322%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Wayne County, MI"	"26163"	"Large Central Metro"	"1"	"100+ years"	"100+"	41	Not Applicable	Not Applicable	0.0082%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Wexford County, MI"	"26165"	"Micropolitan (non-metro)"	"5"	"75-79 years"	"75-79"	11	1003	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Wexford County, MI"	"26165"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	14	715	Unreliable	0.0028%
	"Ischaemic heart diseases"	"I20-I25"	"Michigan"	"26"	"Wexford County, MI"	"26165"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	12	Not Applicable	Not Applicable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Anoka County, MN"	"27003"	"Large Fringe Metro"	"2"	"55-59 years"	"55-59"	14	24824	Unreliable	0.0028%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Anoka County, MN"	"27003"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	10	19513	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Anoka County, MN"	"27003"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	10	10344	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Anoka County, MN"	"27003"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	16	6689	Unreliable	0.0032%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Anoka County, MN"	"27003"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	21	4479	468.8547	0.0042%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Anoka County, MN"	"27003"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	27	Not Applicable	Not Applicable	0.0054%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Anoka County, MN"	"27003"	"Large Fringe Metro"	"2"	"90-94 years"	"90-94"	10	Not Applicable	Not Applicable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Brown County, MN"	"27015"	"Micropolitan (non-metro)"	"5"	"90-94 years"	"90-94"	10	Not Applicable	Not Applicable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Clay County, MN"	"27027"	"Small Metro"	"4"	"85-89 years"	"85-89"	13	Not Applicable	Not Applicable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Crow Wing County, MN"	"27035"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	15	Not Applicable	Not Applicable	0.0030%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Dakota County, MN"	"27037"	"Large Fringe Metro"	"2"	"50-54 years"	"50-54"	10	33557	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Dakota County, MN"	"27037"	"Large Fringe Metro"	"2"	"55-59 years"	"55-59"	16	29644	Unreliable	0.0032%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Dakota County, MN"	"27037"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	19	23369	Unreliable	0.0038%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Dakota County, MN"	"27037"	"Large Fringe Metro"	"2"	"65-69 years"	"65-69"	15	17451	Unreliable	0.0030%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Dakota County, MN"	"27037"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	17	11940	Unreliable	0.0034%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Dakota County, MN"	"27037"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	23	8048	285.7853	0.0046%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Dakota County, MN"	"27037"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	23	5960	385.9060	0.0046%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Dakota County, MN"	"27037"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	26	Not Applicable	Not Applicable	0.0052%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Dakota County, MN"	"27037"	"Large Fringe Metro"	"2"	"90-94 years"	"90-94"	29	Not Applicable	Not Applicable	0.0058%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Douglas County, MN"	"27041"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	12	Not Applicable	Not Applicable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Fillmore County, MN"	"27045"	"Small Metro"	"4"	"80-84 years"	"80-84"	10	599	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Freeborn County, MN"	"27047"	"Micropolitan (non-metro)"	"5"	"90-94 years"	"90-94"	12	Not Applicable	Not Applicable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Goodhue County, MN"	"27049"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	10	1148	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Goodhue County, MN"	"27049"	"Micropolitan (non-metro)"	"5"	"90-94 years"	"90-94"	12	Not Applicable	Not Applicable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Hennepin County, MN"	"27053"	"Large Central Metro"	"1"	"45-49 years"	"45-49"	22	78028	28.1950	0.0044%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Hennepin County, MN"	"27053"	"Large Central Metro"	"1"	"50-54 years"	"50-54"	38	86446	43.9581	0.0076%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Hennepin County, MN"	"27053"	"Large Central Metro"	"1"	"55-59 years"	"55-59"	57	82274	69.2807	0.0113%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Hennepin County, MN"	"27053"	"Large Central Metro"	"1"	"60-64 years "	"60-64"	39	69808	55.8675	0.0078%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Hennepin County, MN"	"27053"	"Large Central Metro"	"1"	"65-69 years"	"65-69"	34	50783	66.9515	0.0068%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Hennepin County, MN"	"27053"	"Large Central Metro"	"1"	"70-74 years"	"70-74"	39	33717	115.6687	0.0078%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Hennepin County, MN"	"27053"	"Large Central Metro"	"1"	"75-79 years"	"75-79"	56	24075	232.6064	0.0111%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Hennepin County, MN"	"27053"	"Large Central Metro"	"1"	"80-84 years"	"80-84"	82	18915	433.5184	0.0163%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Hennepin County, MN"	"27053"	"Large Central Metro"	"1"	"85-89 years"	"85-89"	83	Not Applicable	Not Applicable	0.0165%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Hennepin County, MN"	"27053"	"Large Central Metro"	"1"	"90-94 years"	"90-94"	91	Not Applicable	Not Applicable	0.0181%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Hennepin County, MN"	"27053"	"Large Central Metro"	"1"	"95-99 years"	"95-99"	39	Not Applicable	Not Applicable	0.0078%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Itasca County, MN"	"27061"	"NonCore (non-metro)"	"6"	"70-74 years"	"70-74"	12	2426	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Itasca County, MN"	"27061"	"NonCore (non-metro)"	"6"	"85-89 years"	"85-89"	12	Not Applicable	Not Applicable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"McLeod County, MN"	"27085"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	11	Not Applicable	Not Applicable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Mower County, MN"	"27099"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	10	Not Applicable	Not Applicable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Olmsted County, MN"	"27109"	"Small Metro"	"4"	"60-64 years "	"60-64"	11	8411	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Olmsted County, MN"	"27109"	"Small Metro"	"4"	"80-84 years"	"80-84"	19	2813	Unreliable	0.0038%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Olmsted County, MN"	"27109"	"Small Metro"	"4"	"85-89 years"	"85-89"	30	Not Applicable	Not Applicable	0.0060%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Olmsted County, MN"	"27109"	"Small Metro"	"4"	"90-94 years"	"90-94"	19	Not Applicable	Not Applicable	0.0038%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Otter Tail County, MN"	"27111"	"Micropolitan (non-metro)"	"5"	"70-74 years"	"70-74"	14	3093	Unreliable	0.0028%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Otter Tail County, MN"	"27111"	"Micropolitan (non-metro)"	"5"	"80-84 years"	"80-84"	17	1704	Unreliable	0.0034%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Otter Tail County, MN"	"27111"	"Micropolitan (non-metro)"	"5"	"85-89 years"	"85-89"	16	Not Applicable	Not Applicable	0.0032%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Otter Tail County, MN"	"27111"	"Micropolitan (non-metro)"	"5"	"90-94 years"	"90-94"	12	Not Applicable	Not Applicable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Polk County, MN"	"27119"	"Small Metro"	"4"	"85-89 years"	"85-89"	11	Not Applicable	Not Applicable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Ramsey County, MN"	"27123"	"Large Central Metro"	"1"	"50-54 years"	"50-54"	13	35069	Unreliable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Ramsey County, MN"	"27123"	"Large Central Metro"	"1"	"55-59 years"	"55-59"	21	34901	60.1702	0.0042%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Ramsey County, MN"	"27123"	"Large Central Metro"	"1"	"60-64 years "	"60-64"	31	30862	100.4472	0.0062%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Ramsey County, MN"	"27123"	"Large Central Metro"	"1"	"65-69 years"	"65-69"	26	22454	115.7923	0.0052%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Ramsey County, MN"	"27123"	"Large Central Metro"	"1"	"70-74 years"	"70-74"	23	15226	151.0574	0.0046%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Ramsey County, MN"	"27123"	"Large Central Metro"	"1"	"75-79 years"	"75-79"	29	11148	260.1363	0.0058%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Ramsey County, MN"	"27123"	"Large Central Metro"	"1"	"80-84 years"	"80-84"	42	8993	467.0299	0.0084%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Ramsey County, MN"	"27123"	"Large Central Metro"	"1"	"85-89 years"	"85-89"	67	Not Applicable	Not Applicable	0.0133%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Ramsey County, MN"	"27123"	"Large Central Metro"	"1"	"90-94 years"	"90-94"	40	Not Applicable	Not Applicable	0.0080%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Ramsey County, MN"	"27123"	"Large Central Metro"	"1"	"95-99 years"	"95-99"	19	Not Applicable	Not Applicable	0.0038%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"St. Louis County, MN"	"27137"	"Medium Metro"	"3"	"55-59 years"	"55-59"	16	15784	Unreliable	0.0032%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"St. Louis County, MN"	"27137"	"Medium Metro"	"3"	"60-64 years "	"60-64"	19	14942	Unreliable	0.0038%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"St. Louis County, MN"	"27137"	"Medium Metro"	"3"	"65-69 years"	"65-69"	18	11001	Unreliable	0.0036%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"St. Louis County, MN"	"27137"	"Medium Metro"	"3"	"70-74 years"	"70-74"	20	7837	255.1997	0.0040%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"St. Louis County, MN"	"27137"	"Medium Metro"	"3"	"75-79 years"	"75-79"	23	5906	389.4345	0.0046%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"St. Louis County, MN"	"27137"	"Medium Metro"	"3"	"80-84 years"	"80-84"	23	4548	505.7168	0.0046%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"St. Louis County, MN"	"27137"	"Medium Metro"	"3"	"85-89 years"	"85-89"	36	Not Applicable	Not Applicable	0.0072%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"St. Louis County, MN"	"27137"	"Medium Metro"	"3"	"90-94 years"	"90-94"	35	Not Applicable	Not Applicable	0.0070%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"St. Louis County, MN"	"27137"	"Medium Metro"	"3"	"95-99 years"	"95-99"	16	Not Applicable	Not Applicable	0.0032%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Scott County, MN"	"27139"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	10	1428	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Sherburne County, MN"	"27141"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	11	Not Applicable	Not Applicable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Stearns County, MN"	"27145"	"Small Metro"	"4"	"75-79 years"	"75-79"	12	3787	Unreliable	0.0024%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Stearns County, MN"	"27145"	"Small Metro"	"4"	"80-84 years"	"80-84"	14	2934	Unreliable	0.0028%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Stearns County, MN"	"27145"	"Small Metro"	"4"	"85-89 years"	"85-89"	15	Not Applicable	Not Applicable	0.0030%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Stearns County, MN"	"27145"	"Small Metro"	"4"	"90-94 years"	"90-94"	24	Not Applicable	Not Applicable	0.0048%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Washington County, MN"	"27163"	"Large Fringe Metro"	"2"	"65-69 years"	"65-69"	10	11449	Unreliable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Washington County, MN"	"27163"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	11	7652	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Washington County, MN"	"27163"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	11	5244	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Washington County, MN"	"27163"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	22	3645	603.5665	0.0044%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Washington County, MN"	"27163"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	22	Not Applicable	Not Applicable	0.0044%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Washington County, MN"	"27163"	"Large Fringe Metro"	"2"	"90-94 years"	"90-94"	17	Not Applicable	Not Applicable	0.0034%
	"Ischaemic heart diseases"	"I20-I25"	"Minnesota"	"27"	"Washington County, MN"	"27163"	"Large Fringe Metro"	"2"	"95-99 years"	"95-99"	13	Not Applicable	Not Applicable	0.0026%
	"Ischaemic heart diseases"	"I20-I25"	"Mississippi"	"28"	"Bolivar County, MS"	"28011"	"Micropolitan (non-metro)"	"5"	"55-59 years"	"55-59"	11	2077	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Mississippi"	"28"	"DeSoto County, MS"	"28033"	"Large Fringe Metro"	"2"	"50-54 years"	"50-54"	11	11894	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Mississippi"	"28"	"DeSoto County, MS"	"28033"	"Large Fringe Metro"	"2"	"55-59 years"	"55-59"	18	10252	Unreliable	0.0036%
	"Ischaemic heart diseases"	"I20-I25"	"Mississippi"	"28"	"DeSoto County, MS"	"28033"	"Large Fringe Metro"	"2"	"60-64 years "	"60-64"	14	8592	Unreliable	0.0028%
	"Ischaemic heart diseases"	"I20-I25"	"Mississippi"	"28"	"DeSoto County, MS"	"28033"	"Large Fringe Metro"	"2"	"65-69 years"	"65-69"	17	7345	Unreliable	0.0034%
	"Ischaemic heart diseases"	"I20-I25"	"Mississippi"	"28"	"DeSoto County, MS"	"28033"	"Large Fringe Metro"	"2"	"70-74 years"	"70-74"	25	5260	475.2852	0.0050%
	"Ischaemic heart diseases"	"I20-I25"	"Mississippi"	"28"	"DeSoto County, MS"	"28033"	"Large Fringe Metro"	"2"	"75-79 years"	"75-79"	26	3515	739.6871	0.0052%
	"Ischaemic heart diseases"	"I20-I25"	"Mississippi"	"28"	"DeSoto County, MS"	"28033"	"Large Fringe Metro"	"2"	"80-84 years"	"80-84"	27	2174	1241.9503	0.0054%
	"Ischaemic heart diseases"	"I20-I25"	"Mississippi"	"28"	"DeSoto County, MS"	"28033"	"Large Fringe Metro"	"2"	"85-89 years"	"85-89"	29	Not Applicable	Not Applicable	0.0058%
	"Ischaemic heart diseases"	"I20-I25"	"Mississippi"	"28"	"DeSoto County, MS"	"28033"	"Large Fringe Metro"	"2"	"90-94 years"	"90-94"	21	Not Applicable	Not Applicable	0.0042%
	"Ischaemic heart diseases"	"I20-I25"	"Mississippi"	"28"	"Forrest County, MS"	"28035"	"Small Metro"	"4"	"70-74 years"	"70-74"	11	2398	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Mississippi"	"28"	"Forrest County, MS"	"28035"	"Small Metro"	"4"	"75-79 years"	"75-79"	11	1694	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Mississippi"	"28"	"Forrest County, MS"	"28035"	"Small Metro"	"4"	"90-94 years"	"90-94"	10	Not Applicable	Not Applicable	0.0020%
	"Ischaemic heart diseases"	"I20-I25"	"Mississippi"	"28"	"Harrison County, MS"	"28047"	"Medium Metro"	"3"	"45-49 years"	"45-49"	11	12031	Unreliable	0.0022%
	"Ischaemic heart diseases"	"I20-I25"	"Mississippi"	"28"	"Harrison County, MS"	"28047"	"Medium Metro"	"3"	"50-54 years"	"50-54"	16	14073	Unreliable	0.0032%
	"Ischaemic heart diseases"	"I20-I25"	"Mississippi"	"28"	"Harrison County, MS"	"28047"	"Medium Metro"	"3"	"55-59 years"	"55-59"	23	13004	176.8687	0.0046%
	"Ischaemic heart diseases"	"I20-I25"	"Mississippi"	"28"	"Harrison County, MS"	"28047"	"Medium Metro"	"3"	"60-64 years "	"60-64"	37	11080	333.9350	0.0074%
	"Ischaemic heart diseases"	"I20-I25"	"Mississippi"	"28"	"Harrison County, MS"	"28047"	"Medium Metro"	"3"	"65-69 years"	"65-69"	27	8926	302.4871	0.0054%
